"Id_accident";"Lettre Conventionnelle Véhicule";"Année";"Lieu Admin Actuel - Territoire Nom";"CNIT";"Catégorie véhicule";"Age véhicule"
"67 170 022";"A";"2023";"Métropole";"N/A";"VT";"12"
"67 170 023";"A";"2023";"DOM";"L1EKYMCL000A807";"Cyclo";"0"
"67 170 023";"B";"2023";"DOM";"M10SETVP0097006";"VT";"3"
"67 170 024";"A";"2023";"DOM";"VF1BR2V0H455708";"VT";"12"
"67 170 025";"A";"2023";"DOM";"L1ESHECL0008093";"Cyclo";"20"
"67 170 025";"B";"2023";"DOM";"M10VWGVPP886429";"VT";"6"
"67 170 026";"A";"2023";"DOM";"N/A";"VT";"7"
"67 170 027";"A";"2023";"Autres OM";"N/A";"VT";"13"
"67 170 028";"A";"2023";"Métropole";"M10NSSVP0505537";"VT";"0"
"67 170 028";"B";"2023";"Métropole";"M10FRDVP2424670";"VT";"5"
"67 170 029";"A";"2023";"Métropole";"LJH92E200174";"Moto légère";"14"
"67 170 030";"B";"2023";"Métropole";"M10JT0VP002R795";"VT";"12"
"67 170 031";"A";"2023";"Métropole";"L3EAPRML000T574";"Moto légère";"0"
"67 170 032";"A";"2023";"Métropole";"L3EHNDM2000K460";"Moto lourde";"9"
"67 170 032";"B";"2023";"Métropole";"N10ARZCTL61N438";"VU";"0"
"67 170 033";"Z";"2023";"Métropole";"N/A";"VT";"N/A"
"67 170 035";"A";"2023";"Métropole";"LYM18M40C080";"Moto lourde";"21"
"67 170 035";"B";"2023";"Métropole";"N30DFATR185B168";"PL";"8"
"67 170 036";"A";"2023";"Métropole";"N/A";"VT";"13"
"67 170 036";"B";"2023";"Métropole";"JS1B51121001100";"Moto légère";"17"
"67 170 037";"A";"2023";"Métropole";"MVW56J2KV783";"VT";"19"
"67 170 038";"A";"2023";"Métropole";"M10VWGVP000W578";"VT";"13"
"67 170 039";"A";"2023";"Métropole";"N/A";"PL";"4"
"67 170 039";"B";"2023";"Métropole";"M10JT0VP0642817";"VT";"0"
"67 170 040";"A";"2023";"Métropole";"L1EBETCL000G167";"Cyclo";"5"
"67 170 040";"B";"2023";"Métropole";"L1EAPRCL000B506";"Cyclo";"4"
"67 170 041";"A";"2023";"Métropole";"N/A";"VT";"35"
"67 170 041";"B";"2023";"Métropole";"M10JT0VP027E345";"VT";"4"
"67 170 042";"A";"2023";"Métropole";"LJS19M409222";"Moto lourde";"18"
"67 170 042";"B";"2023";"Métropole";"N10CTRCT057B616";"VU";"0"
"67 170 043";"A";"2023";"Métropole";"N30RENTR4330756";"PL";"8"
"67 170 044";"A";"2023";"Métropole";"L3EKTMML000P100";"Moto légère";"8"
"67 170 044";"B";"2023";"Métropole";"M10DACVP001X367";"VT";"4"
"67 170 045";"A";"2023";"Métropole";"MPE1102KG642";"VT";"20"
"67 170 046";"A";"2023";"Métropole";"L1EDRBCL000A031";"Cyclo";"7"
"67 170 046";"B";"2023";"Métropole";"M10RENVPA51H710";"VT";"4"
"67 170 047";"A";"2023";"Métropole";"MRE5326AV815";"VT";"15"
"67 170 047";"B";"2023";"Métropole";"N/A";"Moto lourde";"31"
"67 170 048";"A";"2023";"Métropole";"MRE1306A5839";"VT";"20"
"67 170 049";"A";"2023";"Métropole";"M10VWGVPR81S456";"VT";"5"
"67 170 050";"A";"2023";"Métropole";"MRE5222AY775";"VT";"15"
"67 170 050";"B";"2023";"Métropole";"N/A";"VT";"N/A"
"67 170 051";"Z";"2023";"Métropole";"N/A";"VT";"N/A"
"67 170 052";"A";"2023";"Métropole";"M10VWGVP003E679";"VT";"12"
"67 170 053";"A";"2023";"Métropole";"M10RENVPA536539";"VT";"3"
"67 170 054";"A";"2023";"Métropole";"M10PGTVP0448882";"VT";"7"
"67 170 054";"B";"2023";"Métropole";"N/A";"VT";"19"
"67 170 055";"A";"2023";"Métropole";"M10PGTVP1760268";"VT";"1"
"67 170 055";"B";"2023";"Métropole";"M10SKDVP023X707";"VT";"3"
"67 170 056";"A";"2023";"Métropole";"L3EAE2ML0001158";"Moto légère";"1"
"67 170 057";"A";"2023";"Métropole";"MPE1002BN571";"VT";"22"
"67 170 058";"A";"2023";"Métropole";"M10PGTVP0484292";"VT";"6"
"67 170 059";"A";"2023";"Métropole";"MRE5516AF877";"VT";"17"
"67 170 059";"B";"2023";"Métropole";"MFT5322JL267";"VT";"15"
"67 170 060";"A";"2023";"Métropole";"L3EAPRML000X578";"Moto légère";"1"
"67 170 060";"B";"2023";"Métropole";"MAU49H1VS912";"VT";"15"
"67 170 061";"A";"2023";"Métropole";"N/A";"VT";"20"
"67 170 061";"B";"2023";"Métropole";"M10RENVP603R735";"VT";"4"
"67 170 062";"A";"2023";"Métropole";"MPE5312TC305";"VT";"16"
"67 170 062";"B";"2023";"Métropole";"N/A";"VT";"12"
"67 170 063";"A";"2023";"Métropole";"MPE3101K1393";"VT";"23"
"67 170 064";"A";"2023";"Métropole";"MRE5016SB747";"VT";"18"
"67 170 064";"B";"2023";"Métropole";"N/A";"VT";"6"
"67 170 065";"A";"2023";"Métropole";"MRE5031FW462";"VT";"14"
"67 170 066";"A";"2023";"Métropole";"N/A";"VT";"35"
"67 170 067";"A";"2023";"Métropole";"L3EBMWM20777491";"Moto lourde";"2"
"67 170 068";"A";"2023";"Métropole";"M10PGTVP125S627";"VT";"2"
"67 170 068";"B";"2023";"Métropole";"MAU56I4FG135";"VT";"14"
"67 170 069";"A";"2023";"Métropole";"MRE1131FT849";"VT";"43"
"67 170 069";"B";"2023";"Métropole";"N10CTRCT000F871";"VU";"11"
"67 170 070";"A";"2023";"Métropole";"M10DACVP000P226";"VT";"12"
"67 170 071";"A";"2023";"Métropole";"MRE1112ET972";"VT";"15"
"67 170 071";"B";"2023";"Métropole";"M10BMWVP000X787";"VT";"13"
"67 170 072";"A";"2023";"Métropole";"L3EBMWM2003B921";"Moto lourde";"10"
"67 170 072";"B";"2023";"Métropole";"MRE5022EP746";"VT";"15"
"67 170 073";"A";"2023";"Métropole";"M10DACVP0015594";"VT";"3"
"67 170 073";"B";"2023";"Métropole";"L3EKWAM2000L161";"Moto lourde";"6"
"67 170 074";"A";"2023";"Métropole";"M10FATVP001M786";"VT";"10"
"67 170 075";"A";"2023";"Métropole";"L1EPGTCL125G317";"Cyclo";"1"
"67 170 075";"B";"2023";"Métropole";"M10MN1VP0065456";"VT";"6"
"67 170 076";"A";"2023";"Métropole";"M10JT0VP0267145";"VT";"2"
"67 170 077";"A";"2023";"Métropole";"N/A";"VT";"10"
"67 170 077";"B";"2023";"Métropole";"M10RENVP334U717";"VT";"9"
"67 170 078";"A";"2023";"Métropole";"LJS14L304419";"Moto lourde";"13"
"67 170 079";"A";"2023";"Métropole";"M10MCWVPBF8B587";"VT";"3"
"67 170 079";"B";"2023";"Métropole";"L1ECNBCL000C074";"Cyclo";"1"
"67 170 080";"A";"2023";"Métropole";"L1ERJUCL000Y019";"Cyclo";"7"
"67 170 080";"B";"2023";"Métropole";"M10FRDVP025J344";"VT";"9"
"67 170 081";"A";"2023";"Métropole";"L1EBETCL000G167";"Cyclo";"5"
"67 170 082";"A";"2023";"Métropole";"M10PGTVP1255604";"VT";"N/A"
"67 170 083";"A";"2023";"Métropole";"L3EYAMM2000Z329";"Moto lourde";"11"
"67 170 083";"B";"2023";"Métropole";"M1GAUDVP007P706";"VT";"9"
"67 170 083";"C";"2023";"Métropole";"MCT5212SJ237";"VT";"15"
"67 170 084";"A";"2023";"Métropole";"N10MCDCTPS7Z407";"VU";"8"
"67 170 085";"A";"2023";"Métropole";"MPE5312MR036";"VT";"17"
"67 170 086";"A";"2023";"Métropole";"MJN6514NV863";"VT";"18"
"67 170 087";"A";"2023";"DOM";"M10PGTVP071P847";"VT";"4"
"67 170 088";"A";"2023";"Métropole";"N/A";"VT";"N/A"
"67 170 089";"A";"2023";"Métropole";"MVW52J4KPB32";"VT";"15"
"67 170 090";"A";"2023";"Métropole";"L3EYAMM1001V070";"Moto lourde";"0"
"67 170 091";"A";"2023";"Métropole";"M10PGTVP0448882";"VT";"6"
"67 170 091";"B";"2023";"Métropole";"M10RENVPA28Z178";"VT";"4"
"67 170 091";"C";"2023";"Métropole";"M10RENVP953L840";"VT";"3"
"67 170 092";"A";"2023";"Métropole";"N/A";"VT";"9"
"67 170 092";"B";"2023";"Métropole";"N/A";"VT";"9"
"67 170 093";"A";"2023";"Métropole";"M10RENVPA66P906";"VT";"3"
"67 170 094";"B";"2023";"Autres OM";"N/A";"VT";"9"
"67 170 094";"Z";"2023";"Autres OM";"N/A";"VU";"1"
"67 170 095";"A";"2023";"Métropole";"N/A";"Cyclo";"9"
"67 170 095";"B";"2023";"Métropole";"N/A";"VT";"5"
"67 170 096";"A";"2023";"Métropole";"M10CTRVP000A481";"VT";"13"
"67 170 096";"B";"2023";"Métropole";"M10CTRVP000C677";"VT";"12"
"67 170 097";"A";"2023";"Métropole";"M10PGTVP000P942";"VT";"12"
"67 170 098";"A";"2023";"Métropole";"N/A";"Moto lourde";"31"
"67 170 098";"B";"2023";"Métropole";"N/A";"Moto lourde";"13"
"67 170 099";"A";"2023";"Métropole";"N/A";"VU";"14"
"67 170 100";"A";"2023";"Métropole";"MRE5512AB881";"VT";"17"
"67 170 100";"B";"2023";"Métropole";"N/A";"Moto lourde";"27"
"67 170 101";"A";"2023";"Métropole";"N/A";"VT";"N/A"
"67 170 103";"A";"2023";"Métropole";"VF7SC8HR4DW5086";"VT";"10"
"67 170 103";"B";"2023";"Métropole";"VF73DHNYMJJ5894";"VT";"5"
"67 170 103";"C";"2023";"Métropole";"VF7AJFHZ0D84128";"VT";"9"
"67 170 103";"X";"2023";"Métropole";"N/A";"VT";"N/A"
"67 170 104";"A";"2023";"Métropole";"MRE5306A6792";"VT";"21"
"67 170 106";"A";"2023";"Métropole";"N30DFATR400J956";"PL";"5"
"67 170 106";"B";"2023";"Métropole";"MJN5216U2953";"VT";"0"
"67 170 107";"A";"2023";"Métropole";"MRE5011EK999";"VT";"17"
"67 170 107";"B";"2023";"Métropole";"L3EKWAM20004108";"Moto lourde";"10"
"67 170 108";"A";"2023";"Métropole";"M10PGTVP046D048";"VT";"6"
"67 170 108";"B";"2023";"Métropole";"L1EKYMCL000N759";"Cyclo";"0"
"67 170 110";"A";"2023";"Métropole";"M10JT0VP020V879";"VT";"4"
"67 170 110";"B";"2023";"Métropole";"L3EBMWM1069X077";"Moto lourde";"0"
"67 170 111";"A";"2023";"Métropole";"N/A";"VT";"9"
"67 170 111";"B";"2023";"Métropole";"N30VECTRAN19629";"PL";"3"
"67 170 111";"C";"2023";"Métropole";"MPE1012S1786";"VT";"13"
"67 170 112";"A";"2023";"Métropole";"M10PGTVP0480227";"VT";"5"
"67 170 112";"B";"2023";"Métropole";"L3EHNDML001G206";"Moto légère";"0"
"67 170 113";"A";"2023";"Métropole";"M1GZZZ5NZEW5323";"VT";"N/A"
"67 170 113";"B";"2023";"Métropole";"M10SKDVP027F588";"VT";"2"
"67 170 114";"A";"2023";"Métropole";"MRE1332E7551";"VT";"14"
"67 170 115";"A";"2023";"Métropole";"MRE1202E3039";"VT";"25"
"67 170 116";"A";"2023";"Métropole";"L1EEXXCL000X050";"Cyclo";"0"
"67 170 117";"A";"2023";"DOM";"LIEKCFCL000N012";"Cyclo";"0"
"67 170 117";"B";"2023";"DOM";"VSKBVND40U03163";"Autres";"13"
"67 170 118";"A";"2023";"Métropole";"MPE5302M6828";"VT";"19"
"67 170 118";"B";"2023";"Métropole";"N/A";"VT";"N/A"
"67 170 119";"A";"2023";"Métropole";"N/A";"PL";"1"
"67 170 119";"B";"2023";"Métropole";"M10RENVP5559741";"VT";"4"
"67 170 120";"A";"2023";"Métropole";"LKY92E20L237";"Moto légère";"16"
"67 170 121";"A";"2023";"Métropole";"M10VWGVP458D234";"VT";"10"
"67 170 121";"B";"2023";"Métropole";"MJS1201G8786";"VT";"12"
"67 170 122";"A";"2023";"DOM";"L1ELGJCL0003285";"Cyclo";"0"
"67 170 122";"B";"2023";"DOM";"N10PGTCT0632114";"VU";"3"
"67 170 123";"A";"2023";"Métropole";"M10HMCVP004U575";"VT";"0"
"67 170 124";"A";"2023";"Métropole";"VR3UPHMSSMT0033";"VT";"0"
"67 170 124";"B";"2023";"Métropole";"MPE5306MF829";"VT";"20"
"67 170 125";"A";"2023";"Métropole";"M10VWGVPW94R579";"VT";"2"
"67 170 126";"A";"2023";"Métropole";"MDD5002B4008";"VT";"17"
"67 170 126";"B";"2023";"Métropole";"M10PGTVP0484292";"VT";"5"
"67 170 126";"C";"2023";"Métropole";"M10K1AVP004R458";"VT";"0"
"67 170 127";"A";"2023";"Métropole";"L1ERJUCL000C130";"Cyclo";"0"
"67 170 127";"B";"2023";"Métropole";"L1ERJUCL000X090";"Cyclo";"3"
"67 170 128";"A";"2023";"Métropole";"N10RENCT472T841";"VU";"5"
"67 170 129";"A";"2023";"Métropole";"MPL13F6R8851";"VT";"14"
"67 170 129";"B";"2023";"Métropole";"M10VWGVPP88M445";"VT";"6"
"67 170 130";"A";"2023";"Métropole";"MPE5214CT600";"VT";"14"
"67 170 130";"B";"2023";"Métropole";"L1EAPRCL000U270";"Cyclo";"6"
"67 170 131";"B";"2023";"Métropole";"MDD1102BZ005";"VT";"17"
"67 170 132";"A";"2023";"Métropole";"M10SKDVP0685063";"VT";"0"
"67 170 133";"A";"2023";"Métropole";"N30RENTR3463519";"PL";"8"
"67 170 133";"B";"2023";"Métropole";"MPE5011KD868";"VT";"8"
"67 170 134";"A";"2023";"DOM";"M10CTRVP000G803";"VT";"11"
"67 170 135";"A";"2023";"Métropole";"MMB39L2XK734";"VT";"18"
"67 170 135";"B";"2023";"Métropole";"M10MAZVP001Y045";"VT";"5"
"67 170 135";"C";"2023";"Métropole";"M10PELVP415H857";"VT";"7"
"67 170 136";"A";"2023";"Métropole";"MJN6514JT502";"VT";"21"
"67 170 136";"B";"2023";"Métropole";"M10MCDVP000J377";"VT";"12"
"67 170 137";"A";"2023";"Métropole";"M10SETVP0130649";"VT";"1"
"67 170 138";"A";"2023";"DOM";"M10MCWVPR014137";"VT";"2"
"67 170 138";"B";"2023";"DOM";"M10PGTVP048P287";"VT";"6"
"67 170 139";"A";"2023";"Métropole";"N/A";"PL";"4"
"67 170 139";"B";"2023";"Métropole";"N/A";"PL";"7"
"67 170 139";"C";"2023";"Métropole";"N/A";"VT";"11"
"67 170 140";"A";"2023";"Métropole";"MRE5002KF987";"VT";"20"
"67 170 141";"A";"2023";"Métropole";"N/A";"Moto lourde";"60"
"67 170 142";"B";"2023";"DOM";"L3EKWAM2000N127";"Moto lourde";"0"
"67 170 143";"A";"2023";"Métropole";"M10RENVP013J894";"VT";"11"
"67 170 143";"B";"2023";"Métropole";"N10PGTCT063N074";"VU";"5"
"67 170 144";"A";"2023";"Métropole";"L1ERJUCL000Y019";"Cyclo";"6"
"67 170 145";"A";"2023";"Métropole";"M10PGTVP125S591";"VT";"1"
"67 170 145";"B";"2023";"Métropole";"MCT7316VD107";"VT";"15"
"67 170 146";"A";"2023";"Métropole";"M10PGTVP085N795";"VT";"2"
"67 170 146";"B";"2023";"Métropole";"L3EHNDML000Z905";"Moto légère";"3"
"67 170 147";"A";"2023";"Métropole";"M10FRDVP121X130";"VT";"7"
"67 170 148";"A";"2023";"DOM";"MPE1402AP630";"VT";"20"
"67 170 149";"A";"2023";"Métropole";"M10SETVP002N320";"VT";"9"
"67 170 150";"A";"2023";"Métropole";"M10RENVP168R819";"VT";"9"
"67 170 150";"B";"2023";"Métropole";"M10CTRVP004Y950";"VT";"10"
"67 170 151";"A";"2023";"Métropole";"M10RENVP551B129";"VT";"6"
"67 170 151";"B";"2023";"Métropole";"N30DFATRM86W342";"PL";"0"
"67 170 152";"A";"2023";"Métropole";"MPE5002KB793";"VT";"19"
"67 170 153";"A";"2023";"Métropole";"M10RENVP009W620";"VT";"N/A"
"67 170 153";"B";"2023";"Métropole";"M10JT0VP0411997";"VT";"2"
"67 170 154";"A";"2023";"Métropole";"MPE1104KA887";"VT";"20"
"67 170 155";"A";"2023";"Métropole";"L3EDUCM20008191";"Moto lourde";"6"
"67 170 155";"B";"2023";"Métropole";"L3ETPHM2001M576";"Moto lourde";"1"
"67 170 155";"C";"2023";"Métropole";"LGS14H307008";"Moto lourde";"20"
"67 170 156";"A";"2023";"DOM";"N/A";"PL";"15"
"67 170 157";"A";"2023";"Métropole";"L1EPGGCL000W568";"Cyclo";"8"
"67 170 157";"B";"2023";"Métropole";"MST3302CD151";"VT";"18"
"67 170 158";"A";"2023";"Métropole";"M10CTRVP016X998";"VT";"6"
"67 170 159";"A";"2023";"Métropole";"M10PGTVP000P712";"VT";"13"
"67 170 159";"B";"2023";"Métropole";"L3EYAMM1001E150";"Moto lourde";"0"
"67 170 160";"A";"2023";"Métropole";"WDB602318106896";"VU";"37"
"67 170 160";"B";"2023";"Métropole";"M10CTRVP0008249";"VT";"12"
"67 170 162";"A";"2023";"DOM";"L3EYAMML0017026";"Moto légère";"1"
"67 170 162";"B";"2023";"DOM";"M10RENVPE09V390";"VT";"0"
"67 170 163";"A";"2023";"Métropole";"L3EKWAM2000R131";"Moto lourde";"11"
"67 170 164";"A";"2023";"Métropole";"L3EBMWM1069V075";"Moto lourde";"2"
"67 170 165";"A";"2023";"Métropole";"MRE3312EB030";"VT";"21"
"67 170 165";"B";"2023";"Métropole";"N/A";"VU";"17"
"67 170 166";"A";"2023";"Métropole";"M10RENVP510M885";"VT";"7"
"67 170 168";"A";"2023";"Métropole";"N/A";"VT";"20"
"67 170 169";"A";"2023";"Métropole";"MPE1012SK162";"VT";"16"
"67 170 170";"Z";"2023";"Métropole";"M10VWGVPAJ3R035";"VT";"0"
"67 170 171";"A";"2023";"Métropole";"MPE1101KD641";"VT";"17"
"67 170 171";"B";"2023";"Métropole";"M10RENVP603S737";"VT";"3"
"67 170 172";"A";"2023";"DOM";"M10CTRVP0435954";"VT";"4"
"67 170 173";"A";"2023";"Métropole";"M10FRDVP242B702";"VT";"5"
"67 170 173";"B";"2023";"Métropole";"LKW17L40P199";"Moto lourde";"16"
"67 170 174";"A";"2023";"Métropole";"N/A";"Moto lourde";"25"
"67 170 175";"A";"2023";"Métropole";"N/A";"VT";"28"
"67 170 176";"A";"2023";"Métropole";"M10CTRVP043G214";"VT";"6"
"67 170 177";"B";"2023";"Métropole";"MPE5011T3267";"VT";"17"
"67 170 177";"Z";"2023";"Métropole";"MCT7316VW065";"VT";"15"
"67 170 178";"A";"2023";"Métropole";"MCT5002P4925";"VT";"18"
"67 170 179";"A";"2023";"DOM";"N/A";"VT";"N/A"
"67 170 180";"A";"2023";"Métropole";"L1EPGGCL0004928";"Cyclo";"2"
"67 170 180";"B";"2023";"Métropole";"N/A";"Moto lourde";"5"
"67 170 181";"A";"2023";"Métropole";"LJS19L40J268";"Moto lourde";"15"
"67 170 181";"B";"2023";"Métropole";"N/A";"VU";"1"
"67 170 182";"A";"2023";"Métropole";"MPE5012KS263";"VT";"17"
"67 170 183";"A";"2023";"Métropole";"M10CTRVP000G609";"VT";"11"
"67 170 184";"A";"2023";"Métropole";"MJM6302GB646";"VT";"24"
"67 170 185";"A";"2023";"Métropole";"T10CSHTA004R056";"Autres";"4"
"67 170 186";"A";"2023";"Métropole";"LYM18M406329";"Moto lourde";"9"
"67 170 186";"B";"2023";"Métropole";"N/A";"Moto lourde";"8"
"67 170 187";"A";"2023";"Métropole";"M10BMWVP030T085";"VT";"6"
"67 170 188";"A";"2023";"Métropole";"VNKKBAC390A0787";"VT";"2"
"67 170 188";"B";"2023";"Métropole";"L3EXAMM1000R516";"Moto lourde";"9"
"67 170 188";"C";"2023";"Métropole";"M10BMWVP0188331";"VT";"9"
"67 170 189";"A";"2023";"Métropole";"L3ETPHM2000L479";"Moto lourde";"N/A"
"67 170 190";"A";"2023";"Métropole";"L3EYAMM1000K775";"Moto lourde";"6"
"67 170 191";"A";"2023";"Métropole";"LKW12E20Q155";"Moto légère";"17"
"67 170 192";"A";"2023";"Métropole";"M10PGTVP082N482";"VT";"3"
"67 170 192";"B";"2023";"Métropole";"M10VWGVP001C266";"VT";"13"
"67 170 193";"A";"2023";"Métropole";"LKW1AL40P195";"Moto lourde";"18"
"67 170 193";"B";"2023";"Métropole";"M10DACVP000Z370";"VT";"11"
"67 170 194";"A";"2023";"Métropole";"M10SETVP001K997";"VT";"10"
"67 170 194";"B";"2023";"Métropole";"M10ALFVP000U318";"VT";"10"
"67 170 195";"A";"2023";"Métropole";"MRE1112EL648";"VT";"16"
"67 170 196";"A";"2023";"Métropole";"MFD52E2UP209";"VT";"17"
"67 170 197";"A";"2023";"Métropole";"LKW16K40Y088";"Moto lourde";"20"
"67 170 198";"A";"2023";"Métropole";"LKY22E20S154";"Moto légère";"17"
"67 170 199";"A";"2023";"Métropole";"MRE1911AY587";"VT";"17"
"67 170 199";"B";"2023";"Métropole";"MAU2632GM028";"VT";"23"
"67 170 200";"A";"2023";"Métropole";"L3EYAMM2000Y073";"Moto lourde";"11"
"67 170 200";"B";"2023";"Métropole";"N/A";"Autres";"N/A"
"67 170 201";"A";"2023";"Métropole";"MJT1232RA128";"VT";"21"
"67 170 201";"B";"2023";"Métropole";"M10TSLVP000B777";"VT";"0"
"67 170 202";"A";"2023";"Métropole";"MAU56A1GE886";"VT";"19"
"67 170 202";"B";"2023";"Métropole";"M10RENVPA66M903";"VT";"2"
"67 170 202";"C";"2023";"Métropole";"MCT1102PH843";"VT";"18"
"67 170 202";"D";"2023";"Métropole";"MPE5012T2325";"VT";"15"
"67 170 202";"E";"2023";"Métropole";"N/A";"VT";"14"
"67 170 203";"A";"2023";"Métropole";"N30ARZTRJ873062";"PL";"0"
"67 170 203";"B";"2023";"Métropole";"MVW11J4KKB14";"VT";"14"
"67 170 203";"C";"2023";"Métropole";"N/A";"VT";"6"
"67 170 205";"A";"2023";"Métropole";"M10VWGVP000N375";"VT";"13"
"67 170 206";"A";"2023";"Métropole";"M10PGTVP0066178";"VT";"9"
"67 170 206";"B";"2023";"Métropole";"M10JJ0VP020V272";"VT";"5"
"67 170 207";"A";"2023";"Métropole";"M10RENVP007R071";"VT";"11"
"67 170 207";"B";"2023";"Métropole";"MJH6604L4544";"VT";"13"
"67 170 207";"C";"2023";"Métropole";"M10FCTVP001X346";"VT";"3"
"67 170 208";"A";"2023";"Métropole";"M10AUDVP007S277";"VT";"10"
"67 170 209";"A";"2023";"Métropole";"N/A";"VT";"N/A"
"67 170 209";"B";"2023";"Métropole";"MPL11D1FK817";"VT";"16"
"67 170 210";"A";"2023";"Métropole";"MRE5002EK998";"VT";"20"
"67 170 211";"A";"2023";"Métropole";"N10MCZCT012J376";"VU";"7"
"67 170 211";"B";"2023";"Métropole";"M10PGTVP000H317";"VT";"13"
"67 170 212";"A";"2023";"Métropole";"MVW66J4EJV69";"VT";"14"
"67 170 213";"A";"2023";"Métropole";"M10PELVP0031926";"VT";"12"
"67 170 213";"B";"2023";"Métropole";"WBA11CH040CJ237";"VT";"N/A"
"67 170 213";"C";"2023";"Métropole";"N/A";"VT";"16"
"67 170 214";"A";"2023";"Métropole";"N/A";"Autres";"N/A"
"67 170 215";"A";"2023";"Métropole";"L3EKWAM2000L161";"Moto lourde";"6"
"67 170 216";"A";"2023";"Métropole";"L3EYAMML0000383";"Moto légère";"8"
"67 170 216";"B";"2023";"Métropole";"MRES022EW559";"VT";"9"
"67 170 216";"C";"2023";"Métropole";"M10HMCVP0004V57";"VT";"0"
"67 170 217";"B";"2023";"Métropole";"M10VWGVP807D043";"VT";"9"
"67 170 218";"A";"2023";"Métropole";"M10DACVP001N224";"VT";"4"
"67 170 219";"A";"2023";"Métropole";"M10MCWVPR018141";"VT";"3"
"67 170 219";"B";"2023";"Métropole";"N10CTRCT0779012";"VU";"3"
"67 170 219";"C";"2023";"Métropole";"WDB9505061L0918";"PL";"17"
"67 170 220";"A";"2023";"Métropole";"M10DACVP0018791";"VT";"2"
"67 170 221";"A";"2023";"Métropole";"MSE5331G5208";"VT";"18"
"67 170 222";"B";"2023";"Métropole";"MPE5214T6632";"VT";"13"
"67 170 223";"A";"2023";"Métropole";"MPE1102KJ221";"VT";"23"
"67 170 223";"B";"2023";"Métropole";"N/A";"PL";"9"
"67 170 224";"A";"2023";"Métropole";"M10RENVPE43F290";"VT";"0"
"67 170 225";"A";"2023";"Métropole";"M10RENVP5519127";"VT";"5"
"67 170 226";"A";"2023";"Métropole";"N/A";"VT";"8"
"67 170 227";"A";"2023";"Métropole";"L3EYAMM1000V908";"Moto lourde";"4"
"67 170 228";"A";"2023";"Métropole";"MVV5311V5668";"VT";"16"
"67 170 228";"B";"2023";"Métropole";"L3EYAMM1000A765";"Moto lourde";"5"
"67 170 229";"A";"2023";"Métropole";"MPE5012T2325";"VT";"15"
"67 170 229";"B";"2023";"Métropole";"M10PGTVP076R517";"VT";"4"
"67 170 229";"C";"2023";"Métropole";"N/A";"VT";"5"
"67 170 230";"A";"2023";"Métropole";"M10FRDVP140U884";"VT";"6"
"67 170 230";"B";"2023";"Métropole";"M10MN1VP0014654";"VT";"10"
"67 170 231";"A";"2023";"Métropole";"M10K1AVP002D738";"VT";"5"
"67 170 232";"A";"2023";"Métropole";"LGG91C10G651";"Cyclo";"8"
"67 170 233";"A";"2023";"Métropole";"MPE5211TL714";"VT";"14"
"67 170 233";"B";"2023";"Métropole";"M10PGTVP0004498";"VT";"13"
"67 170 233";"C";"2023";"Métropole";"N/A";"VT";"0"
"67 170 235";"A";"2023";"Métropole";"L3EKWAM1000P323";"Moto lourde";"4"
"67 170 235";"B";"2023";"Métropole";"L3EHNDM20016190";"Moto lourde";"1"
"67 170 236";"A";"2023";"Métropole";"MVW51A2CSX80";"VT";"16"
"67 170 236";"B";"2023";"Métropole";"N/A";"PL";"8"
"67 170 237";"A";"2023";"Métropole";"M10RENVP001R173";"VT";"13"
"67 170 237";"Z";"2023";"Métropole";"N/A";"Indéterminable";"N/A"
"67 170 238";"A";"2023";"Métropole";"MCT1001R0775";"VT";"19"
"67 170 238";"B";"2023";"Métropole";"M10CHEVP0010326";"VT";"10"
"67 170 239";"A";"2023";"Métropole";"MRE1001FY867";"VT";"21"
"67 170 239";"B";"2023";"Métropole";"L3EKWAM2000J159";"Moto lourde";"8"
"67 170 240";"A";"2023";"Métropole";"MHY6301F8965";"VT";"22"
"67 170 240";"B";"2023";"Métropole";"L3EBMWM2036N706";"Moto lourde";"6"
"67 170 241";"A";"2023";"Métropole";"MPE3901A3555";"VT";"23"
"67 170 242";"A";"2023";"Métropole";"L3EHNDML000J633";"Moto légère";"7"
"67 170 243";"A";"2023";"Métropole";"MSE5001GC988";"VT";"7"
"67 170 243";"B";"2023";"Métropole";"LKW1AN40C253";"Moto lourde";"14"
"67 170 244";"A";"2023";"Métropole";"MVW56K4KXD24";"VT";"14"
"67 170 245";"A";"2023";"Métropole";"LTH19M40V005";"Moto lourde";"22"
"67 170 245";"B";"2023";"Métropole";"M10RENVP001A254";"VT";"13"
"67 170 246";"B";"2023";"Métropole";"M10RENVP498F890";"VT";"6"
"67 170 247";"A";"2023";"Métropole";"MRE1131FY466";"VT";"14"
"67 170 248";"A";"2023";"Métropole";"N/A";"PL";"0"
"67 170 248";"B";"2023";"Métropole";"M10PGTVP099S750";"VT";"2"
"67 170 249";"A";"2023";"Métropole";"M10PGTVP077Y390";"VT";"4"
"67 170 250";"A";"2023";"Métropole";"MVW53R4WH856";"VT";"18"
"67 170 250";"B";"2023";"Métropole";"LGG94J70T642";"Moto lourde";"13"
"67 170 251";"A";"2023";"Métropole";"MRE5022EP746";"VT";"13"
"67 170 251";"B";"2023";"Métropole";"M10VWGVP293Z191";"VT";"10"
